采样序号,轮毂转速,轮毂角度,叶片1角度,叶片2角度,叶片3角度,变桨电机1电流,变桨电机2电流,变桨电机3电流,超速传感器转速检测值,5秒偏航对风平均值,x方向振动值,y方向振动值,扭缆圈数,液压制动压力,机舱气象站风速,风向绝对值,大气压力,无功功率控制状态,变频器电网侧电流,变频器电网侧电压,变频器电网侧有功功率,变频器电网侧无功功率,变频器发电机侧功率,发电机运行频率,发电机电流,发电机转矩,变频器入口温度,变频器出口温度,变频器入口压力,变频器出口压力,变频器冷却液液位要求,发电机功率限幅值,无功功率设定值,额定的轮毂转速,测风塔环境温度,发电机定子温度1,发电机定子温度2,发电机定子温度3,发电机定子温度4,发电机定子温度5,发电机定子温度6,发电机空气温度1,发电机空气温度2,主轴承温度1,主轴承温度2,轮毂温度,轮毂控制柜温度,机舱温度,机舱控制柜温度,变频器INU温度,变频器ISU温度,变频器INU RMIO温度,扭缆圈数,叶片1电池箱温度,叶片2电池箱温度,叶片3电池箱温度,叶片1变桨电机温度,叶片2变桨电机温度,叶片3变桨电机温度,叶片1变频器箱温度,叶片2变频器箱温度,叶片3变频器箱温度,叶片1超级电容电压,叶片2超级电容电压,叶片3超级电容电压,驱动1晶闸管温度,驱动2晶闸管温度,驱动3晶闸管温度,驱动1输出扭矩,驱动2输出扭矩,驱动3输出扭矩,变频器电网侧Cosphi,电网频率误差
190,8.73,240.0,0.32,0.34,0.32,11.5,10.9,10.6,0.0,5.1,0.05,0.05,0.7,204.9,3.9,253.0,1.0,3.0,173.0,696.0,210.0,-1.0,216.0,8.76,332.5,237.0,29.4,24.8,0.0,2.3,0.0,2067.6,0.0,16.83,-0.4,16.6,18.5,16.4,16.7,15.7,18.1,15.6,17.4,49.6,50.4,16.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.03,42.0,410.0,4.1,0.0,0.0,0.0,1.0,0.0
191,8.66,312.0,0.32,0.34,0.32,11.4,11.0,10.6,0.0,6.7,0.07,0.07,0.7,204.9,5.5,252.0,1.0,3.0,177.0,696.0,215.0,-1.0,226.0,8.76,340.8,235.0,29.3,24.7,0.0,2.3,0.0,2067.6,0.0,16.83,-0.4,16.6,18.5,16.4,16.7,15.7,18.1,15.6,17.3,49.6,50.4,15.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.03,41.0,410.0,4.2,0.0,0.0,0.0,1.0,0.0
192,8.67,24.0,0.32,0.34,0.32,10.9,11.5,10.6,0.0,6.0,-0.03,0.09,0.7,204.8,4.3,252.0,1.0,3.0,174.0,696.0,211.0,1.0,227.0,8.82,340.9,232.0,29.6,24.8,0.0,2.3,0.0,2067.6,0.0,16.83,-0.4,16.6,18.5,16.4,16.7,15.7,18.1,15.6,17.4,49.6,50.4,16.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.84,45.03,41.0,410.0,4.1,0.0,0.0,0.0,1.0,0.0
193,8.59,88.0,0.32,0.34,0.32,10.9,11.3,11.0,0.0,5.4,0.05,0.07,0.7,204.9,5.5,252.0,1.0,3.0,168.0,696.0,204.0,-1.0,215.0,8.86,337.2,229.0,29.5,24.9,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.5,16.4,16.7,15.7,18.1,15.6,17.3,49.6,50.4,15.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,33.0,34.0,24.0,24.0,26.0,44.99,44.84,45.04,40.0,400.0,4.1,0.0,0.0,0.0,1.0,0.0
194,8.63,160.0,0.32,0.34,0.32,10.9,10.9,11.1,0.0,6.2,0.05,0.07,0.7,204.8,4.8,252.0,1.0,3.0,172.0,696.0,209.0,2.0,215.0,8.83,334.6,231.0,29.4,24.7,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.7,18.1,15.6,17.3,49.6,50.4,15.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.84,45.04,40.0,400.0,4.1,0.0,0.0,0.0,1.0,0.0
195,8.65,232.0,0.32,0.34,0.32,10.9,10.9,10.9,0.01,3.5,0.01,0.09,0.7,204.7,5.4,252.0,1.0,3.0,179.0,696.0,217.0,2.0,225.0,8.87,336.5,232.0,29.2,24.7,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.7,18.1,15.6,17.3,49.6,50.4,15.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.84,45.04,41.0,400.0,4.0,0.0,0.0,0.0,1.0,0.0
196,8.83,304.0,0.32,0.34,0.32,11.3,11.0,10.8,0.0,3.0,0.08,0.07,0.7,205.0,5.4,252.0,1.0,3.0,174.0,696.0,211.0,3.0,222.0,8.9,336.7,235.0,29.3,24.6,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.7,18.1,15.6,17.3,49.6,50.4,15.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.84,45.04,42.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
197,8.83,16.0,0.32,0.34,0.32,11.5,11.0,10.6,0.0,6.3,0.0,0.05,0.7,204.7,4.7,252.0,1.0,3.0,179.0,696.0,218.0,0.0,224.0,8.88,342.7,241.0,29.1,24.4,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.7,18.1,15.6,17.3,49.6,50.4,16.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.84,45.04,42.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
198,8.8,88.0,0.32,0.34,0.32,11.4,11.1,10.6,0.0,7.8,0.03,0.12,0.7,204.7,5.3,252.0,1.0,3.0,186.0,696.0,225.0,-2.0,234.0,8.9,348.9,241.0,29.3,24.6,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.7,18.1,15.6,17.3,49.6,50.4,16.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.84,45.04,41.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
199,8.78,160.0,0.32,0.34,0.32,10.9,11.6,10.8,0.0,7.0,0.04,0.07,0.7,205.0,4.5,252.0,1.0,3.0,180.0,696.0,218.0,-2.0,233.0,8.91,350.5,239.0,29.3,24.6,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.7,18.1,15.6,17.3,49.6,50.4,16.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,41.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
200,8.74,232.0,0.32,0.34,0.32,10.9,11.4,11.1,0.0,7.1,0.02,0.07,0.7,205.0,5.2,251.0,1.0,3.0,175.0,696.0,212.0,-2.0,222.0,8.87,346.6,235.0,29.2,24.5,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.7,18.1,15.6,17.3,49.6,50.4,15.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,33.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,40.0,400.0,4.1,0.0,0.0,0.0,1.0,0.0
201,8.72,304.0,0.32,0.34,0.32,10.9,10.8,11.1,0.0,8.9,0.05,0.11,0.7,204.7,4.9,251.0,1.0,3.0,179.0,696.0,218.0,0.0,227.0,8.88,344.3,235.0,29.2,24.6,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.7,18.1,15.6,17.3,49.6,50.4,15.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,40.0,400.0,4.1,0.0,0.0,0.0,1.0,0.0
202,8.72,16.0,0.32,0.34,0.32,10.9,10.9,10.9,0.0,8.7,0.03,0.03,0.7,204.8,4.8,251.0,1.0,3.0,177.0,696.0,215.0,-2.0,230.0,8.91,343.0,236.0,29.2,24.3,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.7,18.1,15.6,17.3,49.6,50.4,17.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,41.0,400.0,4.1,0.0,0.0,0.0,1.0,0.0
203,8.83,88.0,0.32,0.34,0.32,11.3,10.9,10.8,0.0,8.3,0.03,0.09,0.7,204.9,4.9,251.0,1.0,3.0,174.0,696.0,211.0,1.0,222.0,8.9,342.5,236.0,29.1,24.2,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.7,18.1,15.6,17.3,49.6,50.4,15.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,42.0,400.0,4.1,0.0,0.0,0.0,1.0,0.0
204,8.82,160.0,0.32,0.34,0.32,11.5,10.9,10.6,0.0,9.4,0.03,0.08,0.7,204.8,3.9,251.0,1.0,3.0,184.0,696.0,222.0,4.0,229.0,8.87,344.7,242.0,29.3,24.3,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.7,18.1,15.6,17.3,49.6,50.4,15.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,42.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
205,8.74,232.0,0.32,0.34,0.32,11.4,11.1,10.6,0.0,9.4,0.02,0.07,0.7,204.9,4.4,250.0,1.0,3.0,184.0,695.0,222.0,2.0,235.0,8.87,350.2,240.0,28.9,24.3,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.7,18.1,15.6,17.3,49.6,50.4,15.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,41.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
206,8.64,304.0,0.32,0.34,0.32,10.9,11.6,10.7,0.0,11.1,0.05,0.09,0.7,204.8,4.4,250.0,1.0,3.0,173.0,696.0,210.0,2.0,222.0,8.83,347.2,234.0,29.1,24.4,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.7,18.1,15.6,17.3,49.6,50.4,15.0,24.0,12.5,18.9,26.0,27.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,45.0,44.85,45.04,41.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
207,8.6,16.0,0.32,0.34,0.32,10.8,11.3,11.0,0.0,12.8,0.03,0.08,0.7,204.8,4.0,250.0,1.0,3.0,169.0,695.0,205.0,-1.0,214.0,8.77,341.9,229.0,29.1,24.3,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.7,18.1,15.6,17.3,49.6,50.4,16.0,24.0,12.5,18.9,26.0,26.0,29.0,0.7,15.0,15.0,15.0,33.0,33.0,34.0,24.0,24.0,26.0,45.0,44.85,45.04,40.0,400.0,4.0,0.0,0.0,0.0,1.0,0.0
208,8.59,88.0,0.32,0.34,0.32,10.9,10.8,11.1,0.0,10.6,0.05,0.07,0.7,205.1,4.1,250.0,1.0,3.0,172.0,696.0,209.0,-2.0,217.0,8.76,336.2,230.0,29.1,24.3,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.7,18.1,15.6,17.3,49.6,50.4,15.0,24.0,12.5,18.9,26.0,26.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,45.0,44.85,45.04,40.0,400.0,4.0,0.0,0.0,0.0,1.0,0.0
209,8.54,160.0,0.32,0.34,0.32,10.9,10.9,10.9,0.0,7.6,0.03,0.08,0.7,205.0,4.1,250.0,1.0,3.0,172.0,696.0,210.0,0.0,220.0,8.77,334.4,229.0,29.0,24.3,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.7,18.1,15.6,17.3,49.6,50.4,16.0,24.0,12.5,18.9,26.0,26.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,45.0,44.85,45.04,40.0,400.0,4.1,0.0,0.0,0.0,1.0,0.0
210,8.68,232.0,0.32,0.34,0.32,11.2,11.0,10.8,0.0,4.6,0.01,0.08,0.7,204.8,4.5,250.0,1.0,3.0,166.0,696.0,201.0,-3.0,215.0,8.75,332.7,229.0,28.8,24.2,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.8,18.1,15.6,17.3,49.6,50.4,16.0,24.0,12.5,18.9,26.0,26.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,45.0,44.85,45.04,42.0,400.0,4.1,0.0,0.0,0.0,1.0,0.0
211,8.64,304.0,0.32,0.34,0.32,11.4,10.9,10.6,0.0,4.5,0.05,0.05,0.7,204.9,4.3,250.0,1.0,3.0,169.0,696.0,205.0,-3.0,214.0,8.7,335.3,234.0,28.8,24.3,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.8,18.1,15.6,17.3,49.6,50.4,15.0,24.0,12.5,18.9,26.0,26.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,45.0,44.85,45.04,42.0,410.0,4.1,0.0,0.0,0.0,1.0,0.0
212,8.55,16.0,0.32,0.34,0.32,11.4,11.1,10.6,0.0,4.1,0.01,0.1,0.7,204.9,4.7,250.0,1.0,3.0,170.0,697.0,206.0,-2.0,215.0,8.69,338.0,231.0,28.9,24.4,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.8,18.1,15.6,17.3,49.6,50.4,16.0,24.0,12.5,18.9,26.0,26.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,45.0,44.85,45.03,41.0,410.0,4.1,0.0,0.0,0.0,1.0,0.0
213,8.5,88.0,0.32,0.34,0.32,10.9,11.6,10.6,0.0,4.5,0.03,0.07,0.7,204.8,4.2,250.0,1.0,3.0,172.0,697.0,208.0,-3.0,214.0,8.69,335.4,226.0,28.9,24.2,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.8,18.1,15.6,17.3,49.6,50.4,16.0,24.0,12.5,18.9,26.0,26.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.03,41.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
214,8.47,152.0,0.32,0.34,0.32,10.9,11.4,11.0,0.0,7.1,0.05,0.05,0.7,204.6,4.8,250.0,1.0,3.0,162.0,696.0,197.0,0.0,210.0,8.66,328.5,222.0,28.8,24.3,0.0,2.2,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.8,18.1,15.6,17.3,49.6,50.4,15.0,24.0,12.5,18.9,25.0,26.0,29.0,0.7,15.0,15.0,15.0,32.0,34.0,34.0,24.0,24.0,26.0,44.99,44.84,45.03,40.0,400.0,4.0,0.0,0.0,0.0,1.0,0.0
215,8.48,224.0,0.32,0.34,0.32,10.8,10.8,11.1,0.0,5.1,0.0,0.11,0.7,205.0,4.4,250.0,1.0,3.0,161.0,696.0,195.0,-1.0,207.0,8.7,326.0,223.0,28.8,24.0,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.8,18.1,15.6,17.3,49.6,50.4,16.0,24.0,12.5,18.9,25.0,26.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.84,45.04,40.0,400.0,4.0,0.0,0.0,0.0,1.0,0.0
216,8.51,296.0,0.32,0.34,0.32,10.9,10.9,10.9,0.0,1.4,0.05,0.06,0.7,204.8,4.3,251.0,1.0,3.0,160.0,697.0,194.0,0.0,204.0,8.65,324.7,223.0,28.8,23.9,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.8,18.1,15.6,17.3,49.6,50.4,15.0,24.0,12.5,18.9,25.0,26.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.84,45.04,40.0,400.0,4.0,0.0,0.0,0.0,1.0,0.0
217,8.61,8.0,0.32,0.34,0.32,11.1,11.0,10.8,0.0,-1.3,0.02,0.07,0.7,204.7,4.7,251.0,1.0,3.0,163.0,697.0,198.0,-3.0,206.0,8.65,323.8,223.0,28.9,24.0,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.8,18.1,15.6,17.3,49.6,50.4,14.0,24.0,12.5,18.9,25.0,26.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,41.0,400.0,4.0,0.0,0.0,0.0,1.0,0.0
218,8.65,80.0,0.32,0.34,0.32,11.4,10.9,10.6,0.0,-0.3,0.03,0.1,0.7,204.8,3.8,251.0,1.0,3.0,168.0,697.0,204.0,-2.0,214.0,8.64,326.3,230.0,28.7,24.2,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.8,18.1,15.6,17.3,49.6,50.4,16.0,24.0,12.5,18.9,25.0,26.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,42.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
219,8.51,152.0,0.32,0.34,0.32,11.4,10.9,10.6,0.0,1.1,0.02,0.07,0.7,204.7,4.6,251.0,1.0,3.0,168.0,696.0,204.0,-5.0,221.0,8.69,332.3,230.0,28.7,23.9,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.8,18.1,15.6,17.3,49.6,50.4,16.0,24.0,12.5,18.9,25.0,26.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,42.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
220,8.48,224.0,0.32,0.34,0.32,11.0,11.4,10.6,0.0,1.3,0.03,0.07,0.7,204.9,4.2,251.0,1.0,3.0,164.0,696.0,199.0,-4.0,213.0,8.68,333.3,227.0,28.6,24.0,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.5,18.6,16.4,16.7,15.8,18.1,15.6,17.3,49.6,50.4,15.0,24.0,12.5,18.9,25.0,26.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,41.0,410.0,4.1,0.0,0.0,0.0,1.0,0.0
221,8.48,296.0,0.32,0.34,0.32,10.8,11.5,10.9,0.0,1.0,0.05,0.1,0.7,204.6,4.6,251.0,1.0,3.0,161.0,696.0,195.0,-3.0,204.0,8.63,329.4,223.0,28.6,24.0,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.5,18.6,16.4,16.7,15.8,18.1,15.6,17.3,49.6,50.4,17.0,24.0,12.5,18.9,25.0,26.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.84,45.04,41.0,410.0,4.2,0.0,0.0,0.0,1.0,0.0
222,8.52,8.0,0.32,0.34,0.32,10.8,10.9,11.1,0.0,1.5,0.0,0.05,0.7,204.9,4.6,251.0,1.0,3.0,164.0,697.0,199.0,-2.0,206.0,8.66,326.1,224.0,28.5,23.8,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.5,18.6,16.4,16.7,15.8,18.1,15.6,17.3,49.6,50.4,16.0,24.0,12.5,18.9,25.0,26.0,29.0,0.7,15.0,15.0,15.0,33.0,33.0,34.0,24.0,24.0,26.0,44.99,44.84,45.04,40.0,400.0,4.1,0.0,0.0,0.0,1.0,0.0
223,8.55,80.0,0.32,0.34,0.32,10.8,10.9,10.9,0.0,-1.6,0.04,0.08,0.7,204.8,4.0,252.0,1.0,3.0,166.0,696.0,202.0,-2.0,212.0,8.64,325.4,224.0,28.7,23.8,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.5,18.6,16.4,16.7,15.8,18.1,15.6,17.3,49.6,50.4,15.0,24.0,12.5,18.9,25.0,26.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.84,45.04,40.0,400.0,4.1,0.0,0.0,0.0,1.0,0.0
224,8.64,152.0,0.32,0.34,0.32,11.1,11.0,10.8,0.0,-0.4,0.02,0.11,0.7,204.8,4.7,252.0,1.0,3.0,165.0,696.0,200.0,-5.0,214.0,8.72,324.6,224.0,28.6,23.8,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.5,18.6,16.4,16.7,15.8,18.1,15.6,17.3,49.6,50.4,16.0,24.0,12.5,18.9,25.0,26.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,45.0,44.84,45.04,40.0,400.0,4.1,0.0,0.0,0.0,1.0,0.0
225,8.62,232.0,0.32,0.34,0.32,11.5,10.9,10.6,0.0,1.5,0.03,0.03,0.7,204.7,3.9,252.0,1.0,3.0,170.0,697.0,206.0,-3.0,214.0,8.7,327.8,231.0,28.6,23.8,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.5,18.6,16.4,16.7,15.8,18.1,15.6,17.3,49.6,50.4,15.0,24.0,12.5,18.9,25.0,26.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,45.0,44.84,45.04,42.0,400.0,4.0,0.0,0.0,0.0,1.0,0.0
226,8.58,304.0,0.32,0.34,0.32,11.4,10.9,10.6,0.0,5.0,0.07,0.1,0.7,205.0,4.6,251.0,1.0,3.0,172.0,697.0,209.0,-6.0,221.0,8.7,333.3,230.0,28.3,23.9,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.8,18.1,15.6,17.3,49.6,50.4,15.0,24.0,12.5,18.9,25.0,26.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,45.0,44.84,45.04,42.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
227,8.51,16.0,0.32,0.34,0.32,11.0,11.4,10.6,0.0,6.0,-0.01,0.07,0.7,205.1,4.2,251.0,1.0,3.0,166.0,697.0,202.0,-5.0,218.0,8.71,333.7,228.0,28.4,23.7,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.5,18.6,16.4,16.7,15.8,18.1,15.6,17.3,49.6,50.4,16.0,24.0,12.5,18.9,25.0,26.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.84,45.04,41.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
228,8.52,88.0,0.32,0.34,0.32,10.9,11.5,10.8,0.0,6.2,0.04,0.03,0.7,204.9,4.7,251.0,1.0,3.0,162.0,696.0,196.0,-3.0,207.0,8.73,330.6,224.0,28.4,23.8,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.8,18.1,15.6,17.3,49.6,50.4,16.0,24.0,12.5,18.9,25.0,26.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,41.0,410.0,4.0,0.0,0.0,0.0,1.0,0.0
229,8.62,160.0,0.32,0.34,0.32,10.9,10.9,11.1,0.01,5.6,0.01,0.12,0.7,205.1,4.5,251.0,1.0,3.0,166.0,696.0,201.0,-2.0,206.0,8.7,327.9,226.0,28.3,23.6,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.5,18.6,16.4,16.7,15.8,18.1,15.6,17.3,49.6,50.4,17.0,24.0,12.5,18.9,25.0,26.0,29.0,0.7,15.0,15.0,15.0,33.0,33.0,34.0,24.0,24.0,26.0,44.99,44.85,45.03,40.0,400.0,4.0,0.0,0.0,0.0,1.0,0.0
230,8.58,232.0,0.32,0.34,0.32,10.8,10.9,11.0,0.0,4.6,0.04,0.07,0.7,204.8,3.8,251.0,1.0,3.0,170.0,697.0,207.0,-2.0,212.0,8.71,329.2,227.0,28.3,23.6,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.8,18.1,15.6,17.3,49.6,50.4,15.0,24.0,12.5,18.9,25.0,26.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,40.0,400.0,4.1,0.0,0.0,0.0,1.0,0.0
231,8.66,304.0,0.32,0.34,0.32,11.1,11.0,10.8,0.0,4.8,0.02,0.06,0.7,204.8,4.4,251.0,1.0,3.0,169.0,696.0,205.0,-3.0,219.0,8.77,329.5,228.0,28.2,23.6,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.5,18.6,16.4,16.7,15.8,18.1,15.6,17.3,49.6,50.4,16.0,24.0,12.5,18.9,25.0,26.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,40.0,400.0,4.1,0.0,0.0,0.0,1.0,0.0
232,8.66,16.0,0.32,0.34,0.32,11.5,10.9,10.6,0.0,4.5,0.03,0.09,0.7,205.1,3.9,251.0,1.0,3.0,168.0,696.0,204.0,-4.0,218.0,8.76,332.8,234.0,28.3,23.6,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.8,18.1,15.6,17.3,49.6,50.4,17.0,24.0,12.5,18.9,25.0,26.0,29.0,0.7,15.0,15.0,15.0,33.0,33.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,41.0,400.0,4.1,0.0,0.0,0.0,1.0,0.0
233,8.6,80.0,0.32,0.34,0.32,11.4,10.9,10.6,0.0,1.8,0.03,0.07,0.7,204.8,4.8,251.0,1.0,3.0,169.0,697.0,205.0,-3.0,216.0,8.73,337.8,233.0,28.3,23.4,0.0,2.3,0.0,2067.6,0.0,16.83,-0.3,16.6,18.6,16.4,16.7,15.8,18.1,15.6,17.3,49.6,50.4,15.0,24.0,12.5,18.9,25.0,26.0,29.0,0.7,15.0,15.0,15.0,33.0,34.0,34.0,24.0,24.0,26.0,44.99,44.85,45.04,42.0,410.0,4.1,0.0,0.0,0.0,1.0,0.0
